TEAM_ID,OBJECT,MISSION_TIME,PACKET_CNT,ALTITUDE,PRESSURE,SPEED,TEMP,VOLTAGE,HEADING,SOFTWARE_STATE
6159,CONTAINER,36,31,0.5,0.0,0.0,32.7,8.88,0.0,1
6159,CONTAINER,38,33,0.1,0.0,0.0,32.7,8.87,0.0,1
6159,CONTAINER,39,34,0.3,0.0,0.0,32.7,8.87,0.0,1
6159,CONTAINER,40,35,0.4,0.0,0.0,32.7,8.88,0.0,1
6159,CONTAINER,41,36,0.0,0.0,0.0,32.7,8.87,0.0,1
6159,CONTAINER,42,37,0.0,0.0,0.0,32.7,8.87,0.0,1
6159,CONTAINER,43,38,0.5,0.0,0.0,32.8,8.87,0.0,2
6159,CONTAINER,44,39,0.7,0.0,0.0,32.8,8.87,0.0,1
6159,CONTAINER,45,40,0.5,0.0,0.0,32.8,8.87,0.0,1
6159,CONTAINER,45,40,0.5,0.0,0.0,32.8,8.87,0.0,1
6159,CONTAINER,4,42,0.8,0.0,0.0,32.8,8.86,0.0,1
6159,CONTAINER,48,43,0.5,0.0,0.0,32.8,8.87,0.0,1
6159,CONTAINER,49,44,0.5,0.0,0.0,32.8,8.86,0.0,1
6159,CONTAINER,50,45,0.7,0.0,0.0,32.8,8.86,0.0,1
6159,CONTAINER,51,46,1.1,0.0,0.0,32.8,8.85,0.0,1
6159,CONTAINER,52,47,1.0,0.0,0.0,32.8,8.85,0.0,1
6159,CONTAINER,53,48,0.5,0.0,0.0,32.8,8.85,0.0,1
6159,CONTAINER,54,49,1.1,0.0,0.0,32.8,8.85,0.0,1
6159,CONTAINER,55,50,0.9,0.0,0.0,32.9,8.85,0.0,1
6159,CONTAINER,56,51,1.1,0.0,0.0,32.9,8.85,0.0,1
6159,CONTAINER,57,52,1.1,0.0,0.0,32.9,8.85,0.0,1
6159,CONTAINER,58,53,1.6,0.0,0.0,32.9,8.84,0.0,1
6159,CONTAINER,59,54,0.9,0.0,0.0,32.9,8.84,0.0,1
6159,CONTAINER,60,55,1.7,0.0,0.0,32.9,8.84,0.0,1
6159,CONTAINER,61,56,0.8,0.0,0.0,32.9,8.84,0.0,1
6159,CONTAINER,62,57,0.9,0.0,0.0,32.9,8.84,0.0,1
6159,CONTAINER,63,58,1.5,0.0,0.0,32.9,8.84,0.0,1
6159,CONTAINER,64,59,1.1,0.0,0.0,33.0,8.84,0.0,1
6159,CONTAINER,65,60,1.6,0.0,0.0,33.0,8.84,0.0,1
6159,CONTAINER,66,61,1.4,0.0,0.0,33.0,8.83,0.0,1
6159,CONTAINER,67,62,1.1,0.0,0.0,33.0,8.83,0.0,1
6159,CONTAINER,68,63,0.8,0.0,0.0,33.0,8.83,0.0,1
6159,CONTAINER,68,63,0.8,0.0,0.0,33.0,8.83,0.0,1
6159,CONTAINER,68,63,0.8,0.0,0.0,33.0,8.83,0.0,1
6159,CONTAINER,68,63,0.8,0.0,0.0,33.0,8.83,0.0,1
